Modelo,CodModelo,Marca,CodMarca
528iA High,200,BMW,7
528iA M Sport 2.0 Turbo 16V 245cv 4p,6514,BMW,7
528iA Touring,201,BMW,7
530e M Sport 2.0 Turbo Híbrido Aut.,8543,BMW,7
530i M Sport 2.0 Turbo 252cv Aut.,7918,BMW,7
530i Security,8816,BMW,7
530i/iA,202,BMW,7
530i/iA Touring,203,BMW,7
535i/iA 3.5 24V,204,BMW,7
535iA 3.0 24V 306cv Bi-Turbo,5267,BMW,7
535iA GT 3.0 306cv Bi-Turbo,5292,BMW,7
535iA M Sport 3.0 24V 306cv Bi-Turbo,6415,BMW,7
540i,205,BMW,7
540i M Sport 3.0 Turbo 340cv Aut.,7919,BMW,7
540i/iA Touring,206,BMW,7
540iA,207,BMW,7
540iA MotorSport,208,BMW,7
540iA Protection,209,BMW,7
540iTA,210,BMW,7
545iA 4.4 32V V8 333cv,211,BMW,7
550iA 4.4 32V 407cv Bi-Turbo,5268,BMW,7
550iA 4.8 32V,3880,BMW,7
550iA Limited Sport Edition 4.8 32V,4995,BMW,7
550iA Security 4.8 32V,4432,BMW,7
640i Gran Coupe 3.0 320cv 4p,6378,BMW,7
645Ci Cabriolet 4.4 V8 32V 333cv,3929,BMW,7
645iA 4.4 V8 32V 333cv,212,BMW,7
650Ci Cabriolet 4.4 407cv Bi-Turbo,5718,BMW,7
650Ci Cabriolet 4.8 V8 32V 360cv,4126,BMW,7
650i Gran Coupe 4.4 V8 450cv 4p,6634,BMW,7
650iA 4.4 407cv Bi-Turbo,6150,BMW,7
650iA 4.8 V8 32V 360cv,4125,BMW,7
650iA Limited Sport  Edition 4.8 32V,5057,BMW,7
730i 3.0 32V,213,BMW,7
730iA 3.0 32V,214,BMW,7
735i/iA 3.5 32V,215,BMW,7
740i,216,BMW,7
740iA,217,BMW,7
740iL/iLA Highline 4.4 32V,218,BMW,7
740iLA Protection,219,BMW,7
745iA 4.4 V8 32V 333cv,220,BMW,7
745Le M Sport Sedan 3.0 V6 Híbrido Aut.,8881,BMW,7
750i,221,BMW,7
750i M Sport Sedan 4.4 V8 450cv Aut.,7147,BMW,7
750iA,222,BMW,7
750iL Highline 5.4 24V,223,BMW,7
750iL M Sport Sedan 4.4 V8 450cv Aut.,7657,BMW,7
750iL Pure Excellence Sedan 4.4 V8 Aut.,8660,BMW,7
750iLA 4.4 ActiveHybrid 7,5589,BMW,7
760iL 6.0 V12 445cv/544cv,224,BMW,7
840Ci,225,BMW,7
840CiA,226,BMW,7
850Ci/CiA 5.0 24V,227,BMW,7
850Ci/CiA 5.4 24V,228,BMW,7
850CSi 5.6 24V,229,BMW,7
850i 5.0 24V,230,BMW,7
i3 Bev 170cv Aut. (Elétrico),8817,BMW,7
i3 Bev Connected 170cv Aut. (Elétrico),8818,BMW,7
i3 Bev Full 170cv Aut. (Elétrico),8819,BMW,7
i3 Bev Un. Forever 170cv Aut. (Életrico),9861,BMW,7
i3 Rex E Drive 170cv Aut.(Elétrico),7023,BMW,7
i3 Rex E Drive Connected Aut. (Elétrico),8734,BMW,7
i3 Rex E Drive Full 170cv Aut.(Elétrico),7024,BMW,7
i8 e-Drive 1.5 TB 12V  Aut.,7025,BMW,7
i8 Roadster e-Drive 1.5 TB 12V Aut.,8984,BMW,7
iX XDrive 40 Aut. (Elétrico),9863,BMW,7
iX XDrive 50 Sport Aut. (Elétrico),9864,BMW,7
M 135i 3.0 24V 320cv,6416,BMW,7
M 135i XDRIVE 2.0 306cv Aut.,9006,BMW,7
M 235i Coupe 3.0 24V 326cv,6910,BMW,7
M Roadster,231,BMW,7
M1 Coupe 3.0 24V 340cv,5719,BMW,7
M140i 3.0  24V 340cv 5p,7823,BMW,7
M2 Competition 3.0 Bi-Turbo 410cv Aut.,8439,BMW,7
M2 Competition Ed. Espe. 3.0 Bi-TB Mec.,9103,BMW,7
M2 Coupe 3.0 Bi-Turbo 24V 370cv,7611,BMW,7
M2 CS Coupe 3.0 Bi-Turbo 450cv,9339,BMW,7
M235i XDRIVE Gran Coupé 2.0 Aut.,9104,BMW,7
M240i Coupe 3.0 24V 340cv 2p,7857,BMW,7
M3 3.2 24V,232,BMW,7
M3 Cabrio 3.0 24V,233,BMW,7
M3 Cabrio 4.0 32V,4919,BMW,7
M3 Competition M 3.0 Bi-TB 510cv,9482,BMW,7
M3 Competition M Track 3.0 Bi-TB,9483,BMW,7
M3 Coupê 3.0 24V 255cv,234,BMW,7
M3 Coupê 3.0 V6 24V 282cv,235,BMW,7
M3 Coupê 4.0 32V,4527,BMW,7
M3 CS Sedan 3.0 Bi-Turbo 460cv 4p,8661,BMW,7
M3 Sedan 3.0 Bi-Turbo 24V 4p,7130,BMW,7
M3 Sedan 4.0 32V,4823,BMW,7
M340i XDRIVE 3.0 Turbo Aut.,9105,BMW,7
M340i XDRIVE First Ed. 3.0 Turbo Aut.,9094,BMW,7
M4 Cabriolet 3.0 Bi-Turbo 24V 431cv 2p,7148,BMW,7
M4 Coupe 3.0 Bi-Turbo 24V 431cv 2p,7116,BMW,7
M4 CS Coupe 3.0 Bi-Turbo 460cv 2p,8314,BMW,7
M440i Coupe 3.0 TB Aut.,9524,BMW,7
M5 3.8/Touring 3.8 24V,236,BMW,7
M5 4.4 560cv Bi-Turbo Aut.,6260,BMW,7
M5 5.0 32V/ 40V,237,BMW,7
M5 Competition M XDRIVE 4.4 Bi-TB V8,9484,BMW,7
M5 M XDRIVE 4.4 Bi-TB V8,8388,BMW,7
M5 Perform. Pack M XDRIVE 4.4 Bi-TB V8,8389,BMW,7
M6 5.0 V10 40V 507cv,238,BMW,7
M6 Coupe 4.4 Bi-Turbo V8 32V,6460,BMW,7
M6 Gran Coupe 4.4 Bi-Turbo V8 32V 560cv,6635,BMW,7
M760Li xDrive 6.6 V12 585cv Aut.,8735,BMW,7
M8 Gran Coupé Comp.First ED. 4.4 V8 32V,9188,BMW,7
M8 Gran Coupé Competition 4.4 V8 32V,9525,BMW,7
M850i XDrive Coupé 4.4 V8 530cv Aut.,8736,BMW,7
X1 SDRIVE 18i 2.0 16V 4x2 Aut.,5269,BMW,7
X1 SDRIVE 20i 2.0/2.0 TB Acti.Flex Aut.,6230,BMW,7
X1 SDRIVE 20i M S. 2.0 25 anos TB Flex,9226,BMW,7
X1 SDRIVE 20i M Sport 2.0 TB Flex Aut.,9682,BMW,7
X1 SDRIVE 20i X-Line 2.0 TB Active Flex,8570,BMW,7
X1 XDRIVE 25i Sport 2.0/2.0 Flex Aut.,7449,BMW,7
X1 XDRIVE 28i 2.0 Turbo 16V 4x4 Aut.,6151,BMW,7
X1 XDRIVE 28i 3.0 24V 4x4 Aut.,5158,BMW,7
X1 XDRIVE 28i Sport 2.0 ActiveFlex Aut.,7086,BMW,7
X2 M35i 2.0 Turbo 306cv Aut.,8820,BMW,7
X2 SDRIVE  20i M Sp/M Sp 2.0 TB Flex Aut,8277,BMW,7
X2 SDRIVE 18i 1.5 ActiveFlex 136cv Aut.,8510,BMW,7
X2 SDRIVE 20i 2.0/2.0 TB A. Flex 16V Aut,8338,BMW,7
X3 Family 2.5 24V 192cv/ 218cv,239,BMW,7
X3 Family 3.0 24V 231cv,240,BMW,7
X3 M Competition 3.0 Bi-TB 510cv Aut.,8842,BMW,7
X3 M40i 3.0 M Sport Edit. V6 Turbo Aut.,9881,BMW,7
X3 M40i 3.0 Turbo V6  Aut.,9797,BMW,7
X3 Sport 2.5 24V 192cv/ 218cv,4241,BMW,7
X3 Sport 3.0 24V 231cv,241,BMW,7
X3 XDRIVE 20i 2.0/X-Line Bi-TB Flex Aut.,6417,BMW,7
X3 XDRIVE 28i 2.0 Turbo 245cv Aut.,6294,BMW,7
X3 XDRIVE 28i 3.0 258cv,5608,BMW,7
X3 XDRIVE 30e M SP Launch Ed. TB Híbrido,9669,BMW,7
X3 XDRIVE 30e M Sport Turbo Híbrido Aut.,9653,BMW,7
X3 XDRIVE 30e Turbo Híbrido Aut.,9189,BMW,7
X3 XDRIVE 30e X-Line Turbo Híbrido Aut.,9190,BMW,7
X3 XDRIVE 30i X-Line 2.0 Turbo 252cv Aut,8233,BMW,7
X3 XDRIVE 35i/M-Sport 3.0 306cv Bi-Turbo,5497,BMW,7
X4 M Competition 3.0 Bi-TB 510cv Aut.,8985,BMW,7
X4 M40i 3.0 M Sport Edit V6 Turbo Aut.,9882,BMW,7
X4 M40i 3.0 Turbo V6 360cv Aut.,8511,BMW,7
X4 XDRIVE 28i X-Line 2.0 Turbo 245cv Aut,7065,BMW,7
X4 XDRIVE 30i M-Sport 2.0 Tb. 252cv Aut,8512,BMW,7
X4 XDRIVE 35i M-Sport 3.0 TB 306cv Aut.,7066,BMW,7
X5 3.0 4x4,242,BMW,7
X5 4.4 4x4,243,BMW,7
X5 4.8 4x4 V8 32V 360cv,244,BMW,7
X5 Endurance 4.8is 4x4 V8 32V 355cv Aut.,4585,BMW,7
X5 M 4.4 4x4 V8 32V Bi-Turbo Aut.,5188,BMW,7
X5 M Competition 4.4 V8 Bi-TB Aut.,9535,BMW,7
X5 Security 4.4 4x4 V8 32V,4242,BMW,7
X5 Security 4.8is 4x4 V8 32V 355cv Aut.,5020,BMW,7
X5 Sport 4.4 4x4 V8 32V,245,BMW,7
X5 Sport 4.8 4x4 V8 32V 355cv,4331,BMW,7
X5 XDRIVE 30d 3.0 Diesel,7283,BMW,7
X5 XDRIVE 30d Full 3.0 258cv Diesel,7087,BMW,7
X5 XDRIVE 30d M Sport 3.0 265cv Dies Aut,8662,BMW,7
X5 XDRIVE 35i 3.0 306cv Bi-Turbo,5356,BMW,7
X5 XDRIVE 35i Full 3.0 306cv Bi-Turbo,6911,BMW,7
X5 XDRIVE 45e 3.0 M.Sport Híbrido Aut.,9007,BMW,7
X5 XDRIVE 50i 4.4  Bi-Turbo,5357,BMW,7
X5 XDRIVE 50i M Sport 4.4 Bi-Turbo,6710,BMW,7
X5 XDRIVE 50i Security 4.4 Bi-Turbo,5590,BMW,7
X5 XDRIVE M50d 3.0 Diesel,7117,BMW,7
X5 XDRIVE M50i 4.4 Bi-Turbo Aut.,9206,BMW,7
X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.,5189,BMW,7
X6 M Competition 4.4 V8 BI-TB 625CV Aut.,9565,BMW,7
X6 XDRIVE 35i 3.0 306cv Bi-Turbo,4745,BMW,7
X6 XDRIVE 40i Bl.Vermillion 3.0 Bi-Turbo,9883,BMW,7
X6 XDRIVE 40i M Sport 3.0 Bi-Turbo,9037,BMW,7
X6 XDRIVE 50i 4.4 407cv Bi-Turbo,4746,BMW,7
X6 XDRIVE 50i M Sport 4.4 Bi-Turbo,7088,BMW,7
X7 M50i 4.4 V8 Bi-TB Aut.,9038,BMW,7
X7 M50i Dark Shadow 4.4 V8 Bi-TB Aut.,9362,BMW,7
X7 XDRIVE 50i M Sport 4.4 V8 Bi-TB Aut.,8776,BMW,7
Z3 2.8 Aut.,246,BMW,7
Z3 2.8 Mec.,247,BMW,7
Z3 3.0 24V Roadster 2p,248,BMW,7
Z3 Roadster 1.9 Mec.,249,BMW,7
Z3 Roadster 2.8,4887,BMW,7
Z3 Roadster M 3.2,250,BMW,7
Z4 Coupé M 3.2 V6 24V 343cv,4243,BMW,7
Z4 M40i 3.0 340cv Aut.,8777,BMW,7
Z4 Roadster 2.0 150cv 2p,4185,BMW,7
Z4 Roadster 3.0 V6 24V Aut.,251,BMW,7
Z4 Roadster M 3.2 V6 24V 343cv,4244,BMW,7
Z4 Roadster sDRIVE 20i 2.0 16V 2p Aut.,6261,BMW,7
Z4 Roadster sDRIVE 23i 2.5 24V 204cv 2p,4996,BMW,7
Z4 Roadster sDRIVE 30i MSport 2.0 TB Aut,8689,BMW,7
Z4 Roadster sDRIVE 35i 3.0 24V 306cv 2p,4997,BMW,7
Z4 Roadster Sport 3.0 24V 231cv Aut.,252,BMW,7
Z8 5.0 V8,253,BMW,7
Buggy W. Turing/Luxo/M-11 Absolut 1.6 8V,255,BRM,8
Buggy/M-8/M-8 Long 1.6,254,BRM,8
Buggy IV e V,4053,BUGRE,123
Buggy VII/VII BIG/VII Flex,5190,BUGRE,123
eT3  (Elétrico),9831,BYD,238
Han EV  (Elétrico),9860,BYD,238
TAN EV 4x4 (Elétrico),9775,BYD,238
Stark Mountaim 2.3 AWD TDI Diesel 3p ,9561,CAB MOTORS,236
Stark Superação 2.3 AWD 2.3 TDI Die. 3p,9562,CAB MOTORS,236
Deville/Eldorado 4.9,258,CADILLAC,10
Seville 4.6,259,CADILLAC,10
ARRIZO 5 RT 1.5 Turbo Flex Aut.,9039,CAOA CHERY,161
ARRIZO 5 RTS 1.5 Turbo Flex Aut.,9040,CAOA CHERY,161
ARRIZO 5 RX 1.5 16V Turbo Flex Aut.,8513,CAOA CHERY,161
ARRIZO 5 RXS 1.5 Turbo Flex Aut.,9262,CAOA CHERY,161
ARRIZO 5 RXT 1.5 16V Turbo Flex Aut.,8514,CAOA CHERY,161
ARRIZO 5e (Elétrico),9299,CAOA CHERY,161
ARRIZO 6  PRO 1.5 Turbo Flex Aut.,9628,CAOA CHERY,161
ARRIZO 6 GSX 1.5 Turbo Flex Aut.,9106,CAOA CHERY,161
Celer Hatch 1.5 16V Flex 5p,6379,CAOA CHERY,161
Celer Hatch ACT 1.5 16V Flex 5p,7222,CAOA CHERY,161
Celer Sedan 1.5 16V Flex 5p,6380,CAOA CHERY,161
Celer Sedan ACT 1.5 16V Flex 5p,7223,CAOA CHERY,161
CIELO 1.6 16V 119cv  5p,5208,CAOA CHERY,161
CIELO Sedan 1.6 16V 119cv  4p,5209,CAOA CHERY,161
Face 1.3 16V/1.3 16V Flex.Mec.,5210,CAOA CHERY,161
iCar EQ1 TECH (Elétrico),9862,CAOA CHERY,161
QQ 1.0  ACT FL 12V/1.0 12V Flex  5p,7224,CAOA CHERY,161
QQ 1.0 ACT 12V 69cv 5p,7089,CAOA CHERY,161
QQ 1.0 Look FL 12V/1.0 12V Flex 5p,7225,CAOA CHERY,161
QQ 1.0 SMILE 12V Flex 5p,7902,CAOA CHERY,161
QQ 1.1/1.0 12V 69cv 5p,5534,CAOA CHERY,161
S-18 1.3 16V Flex Mec. 5p,5740,CAOA CHERY,161
Tiggo 2 ACT 1.5 16V Flex Aut.5p,8339,CAOA CHERY,161
Tiggo 2 ACT 1.5 16V Flex Mec. 5p,8278,CAOA CHERY,161
Tiggo 2 EX 1.5 16V Flex Aut. 5p,9227,CAOA CHERY,161
Tiggo 2 Look 1.5 16V Flex Aut.5p,8340,CAOA CHERY,161
Tiggo 2 Look 1.5 16V Flex Mec. 5p,8279,CAOA CHERY,161
Tiggo 2 SMILE 1.5 16V Flex Aut.,9492,CAOA CHERY,161
Tiggo 2.0 16V Aut. 5p,6661,CAOA CHERY,161
Tiggo 2.0 16V Mec. 5p,5021,CAOA CHERY,161
Tiggo 3X Plus 1.0 Turbo Flex Aut.,9532,CAOA CHERY,161
Tiggo 3X Pro 1.0 Turbo Flex Aut.,9533,CAOA CHERY,161
Tiggo 5X PRO 1.5 Turbo Flex Aut.,9749,CAOA CHERY,161
Tiggo 5X T 1.5 16V Turbo Flex Aut.,8571,CAOA CHERY,161
Tiggo 5X TXS 1.5 16V Turbo Flex Aut.,8572,CAOA CHERY,161
Tiggo 7 Pro 1.6 Turbo 16V Aut.  ,9681,CAOA CHERY,161
Tiggo 7 T 1.5 16V Turbo Flex Aut.,8586,CAOA CHERY,161
Tiggo 7 TXS 1.5 16V Turbo Flex Aut.,8587,CAOA CHERY,161
Tiggo 8 FOUNDER'S EDITION 1.6 TGDi Aut.,9838,CAOA CHERY,161
Tiggo 8 TXS 1.6 16V TGDi Aut.,9162,CAOA CHERY,161
Javali 3.0 4x4 Diesel,260,CBT JIPE,11
Cargo 1.0 8V 53cv (Pick-Up),4392,CHANA,136
Cargo CD 1.0 8V 53cv (Pick-Up),4393,CHANA,136
Cargo CE 1.0 8V 53cv (Pick-Up),4394,CHANA,136
Family 1.0 8V 53cv (Perua),4395,CHANA,136
Utility 1.0 8V 53cv  (Furgão),4396,CHANA,136
MINI STAR CD 1.0 8V 53cv (Pick-Up),5872,CHANGAN,182
MINI STAR CE 1.0 8V 53cv (Pick-Up),5873,CHANGAN,182
MINI STAR CS 1.0 8V 53cv (Pick-Up),5874,CHANGAN,182
MINI STAR CSB 1.0 8V 53cv (Pick-Up Báu),5875,CHANGAN,182
MINI STAR Family 1.0 8V 53cv (MiniVan),5876,CHANGAN,182
MINI STAR Utility 1.0 8V 53cv (Furgão),5877,CHANGAN,182
300 C 3.5 V6 249cv,4528,CHRYSLER,12
300 C 3.6 V6 Aut.,5878,CHRYSLER,12
300 C 5.7 V8 16V 340cv Aut.,3881,CHRYSLER,12
300 C SRT8 6.1 V8 16V 431cv Aut,4186,CHRYSLER,12
300 C Touring 5.7 V8 16V 340cv Aut.,4158,CHRYSLER,12
300 M 3.5,261,CHRYSLER,12
Caravan LE  3.3,262,CHRYSLER,12
Caravan LX 3.3 V6 182cv,3811,CHRYSLER,12
Caravan LX 3.8,263,CHRYSLER,12
Caravan SE 2.4/3.3,264,CHRYSLER,12
Cirrus LXi 2.5 V6 24V,265,CHRYSLER,12
Grand Caravan LE 3.3 Aut,267,CHRYSLER,12
Grand Caravan Limited 3.3 V6 12V 182cv,268,CHRYSLER,12
Grand Caravan LX 3.8,269,CHRYSLER,12
Grand Caravan SE 3.3 V6,266,CHRYSLER,12
LE Baron 3.0 V6,270,CHRYSLER,12
LE Baron 3.0 V6 Conv.,271,CHRYSLER,12
Neon LE 1.8,272,CHRYSLER,12
Neon LE/Highline 2.0,273,CHRYSLER,12
Neon Sport 1.8/2.0,274,CHRYSLER,12
PT Cruiser Cabrio 2.4 16V 143cv 2p,4255,CHRYSLER,12
PT Cruiser Classic 2.4 16V 143cv 4p,3882,CHRYSLER,12
PT Cruiser Limited 2.0 16V 4p,275,CHRYSLER,12
PT Cruiser Limited 2.4 16V 143cv 4p,276,CHRYSLER,12
PT Cruiser Touring DEC. EDITION 2.4 16V,5237,CHRYSLER,12
Sebring LX 2.7 V6 24V 204cv,277,CHRYSLER,12
Stratus LE 2.0,278,CHRYSLER,12
Stratus LX 2.0 Mec,279,CHRYSLER,12
Stratus LX 2.5 Aut,280,CHRYSLER,12
Stratus LX 2.5 Conversível Aut,281,CHRYSLER,12
TOWN & COUNTRY Limited 3.8 /3.6 V6 Aut.,4623,CHRYSLER,12
TOWN & COUNTRY Touring 3.6 V6 Aut.,5720,CHRYSLER,12
Vision 3.5 24V,282,CHRYSLER,12
AIRCROSS 100 anos 1.6 Flex 16V Aut.,8737,CITROËN,13
AIRCROSS BUSINESS 1.6 Flex 16V 5p Mec.,8045,CITROËN,13
AIRCROSS Exc. ATACA. 1.6 Flex 16V 5p Aut,6418,CITROËN,13
AIRCROSS Exc. ATACA. 1.6 Flex 16V 5p Mec,6419,CITROËN,13
AIRCROSS Exclusive 1.6 Flex 16V 5p Aut.,5609,CITROËN,13
AIRCROSS Exclusive 1.6 Flex 16V 5p Mec.,5337,CITROËN,13
AIRCROSS Feel 1.6 Flex 16V 5p Aut.,7420,CITROËN,13
AIRCROSS Feel 1.6 Flex 16V 5p Mec.,7421,CITROËN,13
AIRCROSS GL 1.6 Flex 16V 5p Mec.,5338,CITROËN,13
AIRCROSS GLX 1.6 Flex 16V 5p Aut.,5610,CITROËN,13
AIRCROSS GLX 1.6 Flex 16V 5p Mec.,5339,CITROËN,13
AIRCROSS GLX ATACAMA 1.6 Flex 16V 5p Aut,6420,CITROËN,13
AIRCROSS GLX ATACAMA 1.6 Flex 16V 5p Mec,6421,CITROËN,13
AIRCROSS Live 1.5 Flex 8V 5p Mec.,7422,CITROËN,13
AIRCROSS Live 1.6 Flex 16V 5p Aut.,7423,CITROËN,13
AIRCROSS Live 1.6 Flex 16V 5p Mec.,7962,CITROËN,13
AIRCROSS Live Bus. 1.6 Flex 5p Aut.,9585,CITROËN,13
AIRCROSS SALOMON 1.5 Flex 8V 5p Mec.,7903,CITROËN,13
AIRCROSS SALOMON 1.6 Flex 16V 5p Aut.,7897,CITROËN,13
AIRCROSS SALOMON EXCLUSIVE 1.6 Flex Aut.,7090,CITROËN,13
AIRCROSS SALOMON EXCLUSIVE 1.6 Flex Mec.,7091,CITROËN,13
AIRCROSS SALOMON TENDANCE 1.6 Flex Aut.,7092,CITROËN,13
AIRCROSS SALOMON TENDANCE 1.6 Flex Mec.,7093,CITROËN,13
AIRCROSS Shine 1.6 Flex 16V 5p Aut.,7424,CITROËN,13
AIRCROSS Start 1.5 Flex 8V 5p Mec.,7425,CITROËN,13
AIRCROSS Start 1.6 Flex 16V 5p Mec.,7963,CITROËN,13
AIRCROSS TENDANCE 1.6 Flex 16V 5p Aut.,6770,CITROËN,13
AIRCROSS TENDANCE 1.6 Flex 16V 5p Mec.,6771,CITROËN,13
AX GTi,283,CITROËN,13
Berlingo Furgão 1.6 16V Flex 5P,8391,CITROËN,13
Berlingo MultSpace GLX 1.6 16V 110cv 4p,285,CITROËN,13
Berlingo MultSpace GLX 1.8i 3p,284,CITROËN,13
Berlingo MultSpace GLX 1.8i 4p,286,CITROËN,13
BX 1.6S 16V,287,CITROËN,13
BX GTi 1.9,288,CITROËN,13
C3 100 anos 1.6 16V Flex Aut.,8738,CITROËN,13
C3 Attra/Origine Pack 1.5 Flex 8V 5p Mec,6835,CITROËN,13
C3 Attraction 1.6 Flex 16V 5p Aut.,7964,CITROËN,13
C3 Attraction Pure Tech 1.2 Flex 12V Mec,7585,CITROËN,13
C3 Excl. 1.6 VTi Flex Start 16V 5p Aut.,6152,CITROËN,13
C3 Excl. 1.6 VTi Flex Start 16V 5p Mec.,6153,CITROËN,13
C3 Excl./Excl.Solar./Sonora 1.6 Flex Aut,4761,CITROËN,13
C3 Exclus./Excl.Solaris 1.6 Flex 16V Mec,289,CITROËN,13
C3 Exclusive 1.4 Flex 8V 5p,4315,CITROËN,13
C3 Exclusive 1.5 Flex 8V 5p Mec.,6772,CITROËN,13
C3 Exclusive Bus. 1.6 Flex 5p Aut.,9346,CITROËN,13
C3 GLX 1.4/ GLX Sonora 1.4 Flex 8V 5p,290,CITROËN,13
C3 GLX 1.6 Flex 16V 5p  Aut.,4762,CITROËN,13
C3 GLX 1.6/ 1.6 Flex 16V 5p,291,CITROËN,13
C3 Ocimar Versolato 1.6 16V 110cv 5p,292,CITROËN,13
C3 Origine 1.5 Flex 8V 5p Mec.,6154,CITROËN,13
C3 Origine Pure Tech 1.2 Flex 12V Mec,7586,CITROËN,13
C3 Picasso Excl. 1.6 Flex 16V 5p Aut.,5611,CITROËN,13
C3 Picasso Exclusive 1.6 Flex 16V 5p Mec,5551,CITROËN,13
C3 Picasso GL 1.5 Flex 8V Mec.,6092,CITROËN,13
C3 Picasso GL 1.6 Flex 16V 5p Mec.,5552,CITROËN,13
C3 Picasso GLX 1.5 Flex 8V 5p Mec.,6093,CITROËN,13
C3 Picasso GLX 1.6 Flex 16V 5p Aut.,5612,CITROËN,13
C3 Picasso GLX 1.6 Flex 16V 5p Mec.,5553,CITROËN,13
C3 Picasso Origine 1.5 Flex 8V Mec.,6773,CITROËN,13
C3 Picasso Tendance 1.5 Flex 8V 5p Mec.,6774,CITROËN,13
C3 Picasso Tendance 1.6 Flex 16V 5p Aut.,6775,CITROËN,13
C3 Start 1.2 Flex 12V 5p,8003,CITROËN,13
C3 Style Ed. Pure Tech 1.2 Flex 12V Mec.,7730,CITROËN,13
C3 Style Edition 1.6 Flex 16V Aut.,7731,CITROËN,13
C3 Tendance 1.5 Flex 8V 5p Mec.,6155,CITROËN,13
C3 Tendance 1.6 VTi Flex Start 16V Aut.,6776,CITROËN,13
C3 Tendance Pure Tech 1.2 Flex 12V Mec.,7587,CITROËN,13
C3 Urban Trail 1.6 Flex 16V 5p Aut.,8341,CITROËN,13
C3 Urban Trail P.Tech 1.2 Flex 12V Mec.,8882,CITROËN,13
C3 X-BOX ONE 1.6 VTi Flex 16V 5p Mec.,6777,CITROËN,13
C3 XTR 1.4 Flex 8V 5p,4302,CITROËN,13
C3 XTR 1.6 Flex 16V 5p,4054,CITROËN,13
C4 CACTUS 100 anos 1.6 TB 16V Flex Aut.,8739,CITROËN,13
C4 CACTUS C-SERIES 1.6 16V Flex Aut.,9207,CITROËN,13
C4 CACTUS FEEL 1.6 16V Flex Aut.,8466,CITROËN,13
C4 CACTUS FEEL 1.6 16V Flex Mec.,8467,CITROËN,13
C4 CACTUS FEEL Bus. 1.6 Flex Aut.,9586,CITROËN,13
C4 CACTUS FEEL Pack 1.6 16V Flex Aut.,8469,CITROËN,13
C4 CACTUS LIVE 1.6 16V Flex Aut.,9191,CITROËN,13
C4 CACTUS LIVE 1.6 16V Flex Mec.,8470,CITROËN,13
C4 CACTUS Rip Curl 1.6 16V Flex Aut.,9453,CITROËN,13
C4 CACTUS SHINE 1.6 16V Flex Aut.,9757,CITROËN,13
C4 CACTUS SHINE 1.6 Turbo Flex Aut.,8471,CITROËN,13
C4 CACTUS SHINE Pack 1.6 Turbo Flex Aut.,8472,CITROËN,13
C4 CACTUS X-Series 1.6 16V Flex Aut.,9609,CITROËN,13
C4 Competition 1.6 Flex 16V 5p Mec.,6574,CITROËN,13
C4 Competition 2.0 Flex 16V 5p Aut.,6559,CITROËN,13
C4 Excl./Excl. Solar. 2.0 Flex 16V Mec.,4888,CITROËN,13
C4 Excl.2.0/2.0 Solaris Flex 16V 5p Aut.,4845,CITROËN,13
C4 GLX 1.6 Flex 16V 5p Mec.,4846,CITROËN,13
C4 GLX 2.0 Flex 16V 5p Aut.,4847,CITROËN,13
C4 GLX 2.0 Flex 16V 5p Mec.,4889,CITROËN,13
C4 LOUNGE 100 anos 1.6 16V TB Flex Aut.,8740,CITROËN,13
C4 LOUNGE Exclusive 1.6 Turbo 4p Aut.,6575,CITROËN,13
C4 LOUNGE Exclusive 1.6 Turbo Flex Aut.,7094,CITROËN,13
C4 LOUNGE Exclusive 2.0 Flex 4p Aut.,6576,CITROËN,13
C4 LOUNGE Feel 1.6 Turbo Flex Aut.,8234,CITROËN,13
C4 LOUNGE Live 1.6 Turbo Flex Aut.,8515,CITROËN,13
C4 LOUNGE Live Bus. 1.6 Flex Aut.,9347,CITROËN,13
C4 LOUNGE Orig.Business 1.6 TB Flex Aut.,7658,CITROËN,13
C4 LOUNGE Origine 1.6 Turbo Flex  Aut.,7684,CITROËN,13
C4 LOUNGE Origine 1.6 Turbo Flex Mec.,7685,CITROËN,13
C4 LOUNGE Origine 2.0 Flex 4p Aut.,7370,CITROËN,13
C4 LOUNGE Origine 2.0 Flex 4p Mec.,6577,CITROËN,13
C4 LOUNGE S 1.6 Turbo Flex Aut.,7787,CITROËN,13
C4 LOUNGE Shine 1.6 Turbo Flex Aut.,8235,CITROËN,13
C4 LOUNGE Tendance 1.6 Turbo 4p Aut,6884,CITROËN,13
C4 LOUNGE Tendance 1.6 Turbo Flex Aut.,7118,CITROËN,13
C4 LOUNGE Tendance 2.0 Flex 4p Aut.,6578,CITROËN,13
C4 LOUNGE Tendance 2.0 Flex 4p Mec.,6579,CITROËN,13
C4 PAL.Excl/Excl(Tech.) 2.0/2.0 Flex Aut,4397,CITROËN,13
C4 PALLAS Exclusive 2.0/2.0 Flex 16V Mec,4398,CITROËN,13
C4 PALLAS GLX 2.0/ 2.0 Flex Aut.,4399,CITROËN,13
C4 PALLAS GLX 2.0/2.0 Flex 16V Mec.,4400,CITROËN,13
C4 Picasso Grand 2.0 16V 143cv Aut,4667,CITROËN,13
C4 Picasso Intensive 1.6 Turbo 16V Aut.,7426,CITROËN,13
C4 Picasso Seduction 1.6 Turbo 16V Aut.,7427,CITROËN,13
